CORES;Data Aplicacao;Estabelecimento Executante;Vacina;Qdade
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;ANTIPOLIO (SABIN) VOP;2
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;ANTIPOLIO INATIVADA VIP;7
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;3
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;26
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;3
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;DTPA ACELULAR - ADULTO;1
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;DUPLA ADULTO;6
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;HEPATITE A;2
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;HEPATITE B;5
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;INFLUENZA (GRIPE);35
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;MENINGOCOCICA ACWY;1
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;MENINGOCOCO C;4
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;PENTAVALENTE;7
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;PNEUMOCOCICA 10-VALENTE;7
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;QUADRIVALENTE CONTRA O HPV;3
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;ROTAVIRUS;6
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;TRIPLICE (DTP);2
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;TRIPLICE VIRAL (VTV);3
I;jul/23;UAPS FERNANDO FACANHA;ANTIPOLIO INATIVADA VIP;5
I;jul/23;UAPS FERNANDO FACANHA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;2
I;jul/23;UAPS FERNANDO FACANHA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;9
I;jul/23;UAPS FERNANDO FACANHA;DTPA ACELULAR - ADULTO;1
I;jul/23;UAPS FERNANDO FACANHA;DUPLA ADULTO;6
I;jul/23;UAPS FERNANDO FACANHA;HEPATITE A;1
I;jul/23;UAPS FERNANDO FACANHA;INFLUENZA (GRIPE);28
I;jul/23;UAPS FERNANDO FACANHA;MENINGOCOCO C;2
I;jul/23;UAPS FERNANDO FACANHA;PENTAVALENTE;6
I;jul/23;UAPS FERNANDO FACANHA;PNEUMOCOCICA 10-VALENTE;5
I;jul/23;UAPS FERNANDO FACANHA;QUADRIVALENTE CONTRA O HPV;1
I;jul/23;UAPS FERNANDO FACANHA;ROTAVIRUS;4
I;jul/23;UAPS FERNANDO FACANHA;TRIPLICE (DTP);1
I;jul/23;UAPS FERNANDO FACANHA;TRIPLICE VIRAL (VTV);3
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;ANTIPOLIO INATIVADA VIP;3
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;4
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;1
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;18
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;2
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;DUPLA ADULTO;5
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;HEPATITE A;4
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;HEPATITE B;4
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;INFLUENZA (GRIPE);39
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;MENINGOCOCICA ACWY;4
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;MENINGOCOCO C;5
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;QUADRIVALENTE CONTRA O HPV;3
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;ROTAVIRUS;2
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;TRIPLICE (DTP);3
I;jul/23;UAPS GUIOMAR ARRUDA;ANTIPOLIO (SABIN) VOP;1
I;jul/23;UAPS GUIOMAR ARRUDA;ANTIPOLIO INATIVADA VIP;1
I;jul/23;UAPS GUIOMAR ARRUDA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;4
I;jul/23;UAPS GUIOMAR ARRUDA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;6
I;jul/23;UAPS GUIOMAR ARRUDA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;19
I;jul/23;UAPS GUIOMAR ARRUDA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;8
I;jul/23;UAPS GUIOMAR ARRUDA;DTPA ACELULAR - ADULTO;3
I;jul/23;UAPS GUIOMAR ARRUDA;HEPATITE B;3
I;jul/23;UAPS GUIOMAR ARRUDA;INFLUENZA (GRIPE);38
I;jul/23;UAPS GUIOMAR ARRUDA;MENINGOCOCO C;5
I;jul/23;UAPS GUIOMAR ARRUDA;PENTAVALENTE;1
I;jul/23;UAPS GUIOMAR ARRUDA;PNEUMOCOCICA 10-VALENTE;2
I;jul/23;UAPS GUIOMAR ARRUDA;TRIPLICE (DTP);1
I;jul/23;UAPS GUIOMAR ARRUDA;VARICELA (ATENUADA);1
I;jul/23;UAPS JOAO MEDEIROS;ANTIPOLIO INATIVADA VIP;5
I;jul/23;UAPS JOAO MEDEIROS;BCG;7
I;jul/23;UAPS JOAO MEDEIROS;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;1
I;jul/23;UAPS JOAO MEDEIROS;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;4
I;jul/23;UAPS JOAO MEDEIROS;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;10
I;jul/23;UAPS JOAO MEDEIROS;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;1
I;jul/23;UAPS JOAO MEDEIROS;DUPLA ADULTO;5
I;jul/23;UAPS JOAO MEDEIROS;INFLUENZA (GRIPE);22
I;jul/23;UAPS JOAO MEDEIROS;MENINGOCOCICA ACWY;2
I;jul/23;UAPS JOAO MEDEIROS;PENTAVALENTE;5
I;jul/23;UAPS JOAO MEDEIROS;PNEUMOCOCICA 10-VALENTE;5
I;jul/23;UAPS JOAO MEDEIROS;QUADRIVALENTE CONTRA O HPV;1
I;jul/23;UAPS JOAO MEDEIROS;ROTAVIRUS;5
I;jul/23;UAPS JOAO MEDEIROS;TRIPLICE (DTP);1
I;jul/23;UAPS LINEU JUCA;ANTIPOLIO INATIVADA VIP;4
I;jul/23;UAPS LINEU JUCA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;2
I;jul/23;UAPS LINEU JUCA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;6
I;jul/23;UAPS LINEU JUCA;DTPA ACELULAR - ADULTO;1
I;jul/23;UAPS LINEU JUCA;DUPLA ADULTO;7
I;jul/23;UAPS LINEU JUCA;HEPATITE B;8
I;jul/23;UAPS LINEU JUCA;INFLUENZA (GRIPE);29
I;jul/23;UAPS LINEU JUCA;MENINGOCOCICA ACWY;2
I;jul/23;UAPS LINEU JUCA;PENTAVALENTE;4
I;jul/23;UAPS LINEU JUCA;PNEUMOCOCICA 10-VALENTE;4
I;jul/23;UAPS LINEU JUCA;QUADRIVALENTE CONTRA O HPV;3
I;jul/23;UAPS LINEU JUCA;RAIVA EM CULTIVO CELULAR VERO;1
I;jul/23;UAPS LINEU JUCA;ROTAVIRUS;4
I;jul/23;UAPS LINEU JUCA;TRIPLICE (DTP);1
I;jul/23;UAPS MARIA APARECIDA;ANTIPOLIO (SABIN) VOP;2
I;jul/23;UAPS MARIA APARECIDA;ANTIPOLIO INATIVADA VIP;3
I;jul/23;UAPS MARIA APARECIDA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;1
I;jul/23;UAPS MARIA APARECIDA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;10
I;jul/23;UAPS MARIA APARECIDA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;2
I;jul/23;UAPS MARIA APARECIDA;DTPA ACELULAR - ADULTO;1
I;jul/23;UAPS MARIA APARECIDA;DUPLA ADULTO;1
I;jul/23;UAPS MARIA APARECIDA;FEBRE AMARELA;20
I;jul/23;UAPS MARIA APARECIDA;INFLUENZA (GRIPE);25
I;jul/23;UAPS MARIA APARECIDA;MENINGOCOCICA ACWY;4
I;jul/23;UAPS MARIA APARECIDA;MENINGOCOCO C;3
I;jul/23;UAPS MARIA APARECIDA;PENTAVALENTE;4
I;jul/23;UAPS MARIA APARECIDA;PNEUMOCOCICA 10-VALENTE;3
I;jul/23;UAPS MARIA APARECIDA;QUADRIVALENTE CONTRA O HPV;5
I;jul/23;UAPS MARIA APARECIDA;ROTAVIRUS;2
I;jul/23;UAPS MARIA APARECIDA;TRIPLICE (DTP);2
I;jul/23;UAPS MARIA CIRINO SOUZA;ANTIPOLIO INATIVADA VIP;1
I;jul/23;UAPS MARIA CIRINO SOUZA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;1
I;jul/23;UAPS MARIA CIRINO SOUZA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;4
I;jul/23;UAPS MARIA CIRINO SOUZA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;6
I;jul/23;UAPS MARIA CIRINO SOUZA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;4
I;jul/23;UAPS MARIA CIRINO SOUZA;DUPLA ADULTO;4
I;jul/23;UAPS MARIA CIRINO SOUZA;FEBRE AMARELA;14
I;jul/23;UAPS MARIA CIRINO SOUZA;HEPATITE B;2
I;jul/23;UAPS MARIA CIRINO SOUZA;INFLUENZA (GRIPE);14
I;jul/23;UAPS MARIA CIRINO SOUZA;MENINGOCOCICA ACWY;1
I;jul/23;UAPS MARIA CIRINO SOUZA;PENTAVALENTE;1
I;jul/23;UAPS MARIA CIRINO SOUZA;QUADRIVALENTE CONTRA O HPV;2
I;jul/23;UAPS MARIA CIRINO SOUZA;RAIVA EM CULTIVO CELULAR VERO;1
I;jul/23;UAPS MARIA CIRINO SOUZA;ROTAVIRUS;1
I;jul/23;UAPS MARIA CIRINO SOUZA;TRIPLICE (DTP);1
I;jul/23;UAPS PAULO DE MELO;ANTIPOLIO (SABIN) VOP;1
I;jul/23;UAPS PAULO DE MELO;ANTIPOLIO INATIVADA VIP;3
I;jul/23;UAPS PAULO DE MELO;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;4
I;jul/23;UAPS PAULO DE MELO;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;3
I;jul/23;UAPS PAULO DE MELO;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;17
I;jul/23;UAPS PAULO DE MELO;DTPA ACELULAR - ADULTO;2
I;jul/23;UAPS PAULO DE MELO;DUPLA ADULTO;5
I;jul/23;UAPS PAULO DE MELO;FEBRE AMARELA;17
I;jul/23;UAPS PAULO DE MELO;HEPATITE A;1
I;jul/23;UAPS PAULO DE MELO;HEPATITE B;10
I;jul/23;UAPS PAULO DE MELO;INFLUENZA (GRIPE);42
I;jul/23;UAPS PAULO DE MELO;MENINGOCOCICA ACWY;2
I;jul/23;UAPS PAULO DE MELO;MENINGOCOCO C;1
I;jul/23;UAPS PAULO DE MELO;PENTAVALENTE;3
I;jul/23;UAPS PAULO DE MELO;PNEUMOCOCICA 10-VALENTE;1
I;jul/23;UAPS PAULO DE MELO;QUADRIVALENTE CONTRA O HPV;5
I;jul/23;UAPS PAULO DE MELO;TRIPLICE (DTP);2
I;jul/23;UAPS PAULO DE MELO;TRIPLICE VIRAL (VTV);5
I;jul/23;UAPS REBOUCAS MACAMBIRA;ANTIPOLIO (SABIN) VOP;1
I;jul/23;UAPS REBOUCAS MACAMBIRA;ANTIPOLIO INATIVADA VIP;7
I;jul/23;UAPS REBOUCAS MACAMBIRA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;3
I;jul/23;UAPS REBOUCAS MACAMBIRA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;9
I;jul/23;UAPS REBOUCAS MACAMBIRA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;24
I;jul/23;UAPS REBOUCAS MACAMBIRA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;5
I;jul/23;UAPS REBOUCAS MACAMBIRA;DTPA ACELULAR - ADULTO;1
I;jul/23;UAPS REBOUCAS MACAMBIRA;DUPLA ADULTO;9
I;jul/23;UAPS REBOUCAS MACAMBIRA;FEBRE AMARELA;29
I;jul/23;UAPS REBOUCAS MACAMBIRA;HEPATITE A;1
I;jul/23;UAPS REBOUCAS MACAMBIRA;INFLUENZA (GRIPE);50
I;jul/23;UAPS REBOUCAS MACAMBIRA;MENINGOCOCICA ACWY;2
I;jul/23;UAPS REBOUCAS MACAMBIRA;MENINGOCOCO C;2
I;jul/23;UAPS REBOUCAS MACAMBIRA;PENTAVALENTE;7
I;jul/23;UAPS REBOUCAS MACAMBIRA;PNEUMOCOCICA 10-VALENTE;5
I;jul/23;UAPS REBOUCAS MACAMBIRA;QUADRIVALENTE CONTRA O HPV;4
I;jul/23;UAPS REBOUCAS MACAMBIRA;RAIVA EM CULTIVO CELULAR VERO;1
I;jul/23;UAPS REBOUCAS MACAMBIRA;ROTAVIRUS;5
I;jul/23;UAPS REBOUCAS MACAMBIRA;TRIPLICE (DTP);1
I;jul/23;UAPS REBOUCAS MACAMBIRA;TRIPLICE VIRAL (VTV);7
I;jul/23;UAPS VIRGILIO TAVORA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;3
I;jul/23;UAPS VIRGILIO TAVORA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;2
I;jul/23;UAPS VIRGILIO TAVORA;HEPATITE B;2
I;jul/23;UAPS VIRGILIO TAVORA;INFLUENZA (GRIPE);4
I;jul/23;UAPS VIRGILIO TAVORA;PNEUMOCOCICA 10-VALENTE;1
I;jul/23;UAPS VIRGILIO TAVORA;TRIPLICE (DTP);1
I;jul/23;UAPS ZENIRTON PEREIRA DA SILVA;ANTIPOLIO (SABIN) VOP;5
I;jul/23;UAPS ZENIRTON PEREIRA DA SILVA;ANTIPOLIO INATIVADA VIP;3
I;jul/23;UAPS ZENIRTON PEREIRA DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;2
I;jul/23;UAPS ZENIRTON PEREIRA DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;7
I;jul/23;UAPS ZENIRTON PEREIRA DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;32
I;jul/23;UAPS ZENIRTON PEREIRA DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;6
I;jul/23;UAPS ZENIRTON PEREIRA DA SILVA;DTPA ACELULAR - ADULTO;1
I;jul/23;UAPS ZENIRTON PEREIRA DA SILVA;DUPLA ADULTO;3
I;jul/23;UAPS ZENIRTON PEREIRA DA SILVA;FEBRE AMARELA;12
I;jul/23;UAPS ZENIRTON PEREIRA DA SILVA;HEPATITE A;5
I;jul/23;UAPS ZENIRTON PEREIRA DA SILVA;HEPATITE B;7
I;jul/23;UAPS ZENIRTON PEREIRA DA SILVA;INFLUENZA (GRIPE);54
I;jul/23;UAPS ZENIRTON PEREIRA DA SILVA;MENINGOCOCICA ACWY;1
I;jul/23;UAPS ZENIRTON PEREIRA DA SILVA;MENINGOCOCO C;1
I;jul/23;UAPS ZENIRTON PEREIRA DA SILVA;PENTAVALENTE;3
I;jul/23;UAPS ZENIRTON PEREIRA DA SILVA;PNEUMOCOCICA 10-VALENTE;3
I;jul/23;UAPS ZENIRTON PEREIRA DA SILVA;QUADRIVALENTE CONTRA O HPV;1
I;jul/23;UAPS ZENIRTON PEREIRA DA SILVA;ROTAVIRUS;2
I;jul/23;UAPS ZENIRTON PEREIRA DA SILVA;TRIPLICE (DTP);6
I;jul/23;UAPS 4 VARAS;ANTIPOLIO (SABIN) VOP;1
I;jul/23;UAPS 4 VARAS;ANTIPOLIO INATIVADA VIP;4
I;jul/23;UAPS 4 VARAS;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;3
I;jul/23;UAPS 4 VARAS;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;1
I;jul/23;UAPS 4 VARAS;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;4
I;jul/23;UAPS 4 VARAS;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;2
I;jul/23;UAPS 4 VARAS;DTPA ACELULAR - ADULTO;1
I;jul/23;UAPS 4 VARAS;DUPLA ADULTO;1
I;jul/23;UAPS 4 VARAS;FEBRE AMARELA;5
I;jul/23;UAPS 4 VARAS;HEPATITE A;1
I;jul/23;UAPS 4 VARAS;HEPATITE B;1
I;jul/23;UAPS 4 VARAS;INFLUENZA (GRIPE);19
I;jul/23;UAPS 4 VARAS;MENINGOCOCICA ACWY;1
I;jul/23;UAPS 4 VARAS;MENINGOCOCO C;1
I;jul/23;UAPS 4 VARAS;PENTAVALENTE;2
I;jul/23;UAPS 4 VARAS;PNEUMOCOCICA 10-VALENTE;1
I;jul/23;UAPS 4 VARAS;ROTAVIRUS;1
I;jul/23;UAPS 4 VARAS;TRIPLICE (DTP);1
I;jul/23;UAPS 4 VARAS;VARICELA (ATENUADA);1
I;jul/23;UAPS AIRTON MONTE;ANTIPOLIO INATIVADA VIP;3
I;jul/23;UAPS AIRTON MONTE;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;1
I;jul/23;UAPS AIRTON MONTE;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;14
I;jul/23;UAPS AIRTON MONTE;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;18
I;jul/23;UAPS AIRTON MONTE;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;5
I;jul/23;UAPS AIRTON MONTE;INFLUENZA (GRIPE);26
I;jul/23;UAPS AIRTON MONTE;MENINGOCOCICA ACWY;1
I;jul/23;UAPS AIRTON MONTE;MENINGOCOCO C;3
I;jul/23;UAPS AIRTON MONTE;PENTAVALENTE;3
I;jul/23;UAPS AIRTON MONTE;PNEUMOCOCICA 10-VALENTE;1
I;jul/23;UAPS AIRTON MONTE;QUADRIVALENTE CONTRA O HPV;1
I;jul/23;UAPS AIRTON MONTE;RAIVA EM CULTIVO CELULAR VERO;1
I;jul/23;UAPS AIRTON MONTE;TRIPLICE (DTP);1
I;jul/23;UAPS AIRTON MONTE;TRIPLICE VIRAL (VTV);4
I;jul/23;UAPS AIRTON MONTE;VARICELA (ATENUADA);2
I;jul/23;UAPS CARLOS RIBEIRO;ANTIPOLIO (SABIN) VOP;5
I;jul/23;UAPS CARLOS RIBEIRO;ANTIPOLIO INATIVADA VIP;5
I;jul/23;UAPS CARLOS RIBEIRO;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;5
I;jul/23;UAPS CARLOS RIBEIRO;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;7
I;jul/23;UAPS CARLOS RIBEIRO;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;24
I;jul/23;UAPS CARLOS RIBEIRO;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;7
I;jul/23;UAPS CARLOS RIBEIRO;DTPA ACELULAR - ADULTO;1
I;jul/23;UAPS CARLOS RIBEIRO;DUPLA ADULTO;9
I;jul/23;UAPS CARLOS RIBEIRO;HEPATITE A;3
I;jul/23;UAPS CARLOS RIBEIRO;HEPATITE B;10
I;jul/23;UAPS CARLOS RIBEIRO;INFLUENZA (GRIPE);59
I;jul/23;UAPS CARLOS RIBEIRO;MENINGOCOCICA ACWY;1
I;jul/23;UAPS CARLOS RIBEIRO;MENINGOCOCO C;7
I;jul/23;UAPS CARLOS RIBEIRO;PENTAVALENTE;5
I;jul/23;UAPS CARLOS RIBEIRO;PNEUMOCOCICA 10-VALENTE;3
I;jul/23;UAPS CARLOS RIBEIRO;QUADRIVALENTE CONTRA O HPV;10
I;jul/23;UAPS CARLOS RIBEIRO;RAIVA EM CULTIVO CELULAR VERO;1
I;jul/23;UAPS CARLOS RIBEIRO;ROTAVIRUS;2
I;jul/23;UAPS CARLOS RIBEIRO;TRIPLICE (DTP);4
I;jul/23;UAPS CARLOS RIBEIRO;TRIPLICE VIRAL (VTV);7
I;jul/23;UAPS CASEMIRO FILHO;ANTIPOLIO INATIVADA VIP;2
I;jul/23;UAPS CASEMIRO FILHO;COVID-19-INATIVADA, SINOVAC/BUTANTAN (CORONAVAC);3
I;jul/23;UAPS CASEMIRO FILHO;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;4
I;jul/23;UAPS CASEMIRO FILHO;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;9
I;jul/23;UAPS CASEMIRO FILHO;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;2
I;jul/23;UAPS CASEMIRO FILHO;DTPA ACELULAR - ADULTO;1
I;jul/23;UAPS CASEMIRO FILHO;DUPLA ADULTO;2
I;jul/23;UAPS CASEMIRO FILHO;HEPATITE B;1
I;jul/23;UAPS CASEMIRO FILHO;INFLUENZA (GRIPE);22
I;jul/23;UAPS CASEMIRO FILHO;MENINGOCOCO C;4
I;jul/23;UAPS CASEMIRO FILHO;PENTAVALENTE;2
I;jul/23;UAPS CASEMIRO FILHO;PNEUMOCOCICA 10-VALENTE;3
I;jul/23;UAPS CASEMIRO FILHO;QUADRIVALENTE CONTRA O HPV;2
I;jul/23;UAPS CASEMIRO FILHO;ROTAVIRUS;1
I;jul/23;UAPS CASEMIRO FILHO;TRIPLICE VIRAL (VTV);2
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;ANTIPOLIO (SABIN) VOP;1
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;ANTIPOLIO INATIVADA VIP;5
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;BCG;1
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;6
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;4
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;18
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;7
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;DTPA ACELULAR - ADULTO;2
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;DUPLA ADULTO;3
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;HEPATITE A;2
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;HEPATITE B;6
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;INFLUENZA (GRIPE);48
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;MENINGOCOCO C;6
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;PENTAVALENTE;5
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;PNEUMOCOCICA 10-VALENTE;5
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;QUADRIVALENTE CONTRA O HPV;7
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;RAIVA EM CULTIVO CELULAR VERO;1
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;ROTAVIRUS;4
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;TRIPLICE (DTP);2
I;jul/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;TRIPLICE VIRAL (VTV);6
I;jul/23;UAPS FERNANDO FACANHA;ANTIPOLIO (SABIN) VOP;3
I;jul/23;UAPS FERNANDO FACANHA;ANTIPOLIO INATIVADA VIP;3
I;jul/23;UAPS FERNANDO FACANHA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;4
I;jul/23;UAPS FERNANDO FACANHA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;12
I;jul/23;UAPS FERNANDO FACANHA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;5
I;jul/23;UAPS FERNANDO FACANHA;DTPA ACELULAR - ADULTO;1
I;jul/23;UAPS FERNANDO FACANHA;DUPLA ADULTO;5
I;jul/23;UAPS FERNANDO FACANHA;FEBRE AMARELA;22
I;jul/23;UAPS FERNANDO FACANHA;HEPATITE A;3
I;jul/23;UAPS FERNANDO FACANHA;INFLUENZA (GRIPE);30
I;jul/23;UAPS FERNANDO FACANHA;MENINGOCOCICA ACWY;1
I;jul/23;UAPS FERNANDO FACANHA;MENINGOCOCO C;2
I;jul/23;UAPS FERNANDO FACANHA;PENTAVALENTE;4
I;jul/23;UAPS FERNANDO FACANHA;PNEUMOCOCICA 10-VALENTE;3
I;jul/23;UAPS FERNANDO FACANHA;QUADRIVALENTE CONTRA O HPV;5
I;jul/23;UAPS FERNANDO FACANHA;RAIVA EM CULTIVO CELULAR VERO;1
I;jul/23;UAPS FERNANDO FACANHA;ROTAVIRUS;3
I;jul/23;UAPS FERNANDO FACANHA;TRIPLICE (DTP);4
I;jul/23;UAPS FERNANDO FACANHA;TRIPLICE VIRAL (VTV);4
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;ANTIPOLIO (SABIN) VOP;1
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;ANTIPOLIO INATIVADA VIP;2
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;BCG;6
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;3
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;5
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;4
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;DTPA ACELULAR - ADULTO;1
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;DUPLA ADULTO;5
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;FEBRE AMARELA;12
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;HEPATITE B;8
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;INFLUENZA (GRIPE);32
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;MENINGOCOCICA ACWY;3
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;MENINGOCOCO C;4
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;PENTAVALENTE;2
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;PNEUMOCOCICA 10-VALENTE;2
I;jul/23;UAPS FRANCISCO DOMINGOS DA SILVA;QUADRIVALENTE CONTRA O HPV;6
